"CONTA_CONTABIL";"DESCRICAO";"ORIENTACOES"
"2.02.01.10.03";"ICMS a Recolher-Longo Prazo";"Contas que registram o valor referente ao ICMS a Recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.04";"PIS a Recolher-Longo Prazo";"Contas que registram o valor do PIS a recolher apos apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.05";"COFINS a Recolher-Longo Prazo";"Contas que registram o valor da COFINS a recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.06";"IOF  a Recolher-Longo Prazo";"Contas que registram o valor do IOF a recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.07";"CIDE  a Recolher-Longo Prazo";"Contas que registram o valor da CIDE a recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.08";"Tributos Municipais a Recolher-Longo Prazo";"Contas que registram o valor dos tributos municipais a Recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.09";"Parcelamentos Especiais a Recolher-Tributos Federais-Longo Prazo";"Contas que registram o valor dos saldos de parcelamentos especiais e ordinarios de tributos federais a Recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.10";"Parcelamentos Especiais a Recolher-Tributos Estaduais e Municipais-Longo Prazo";"Contas que registram o valor dos saldos de parcelamentos especiais e ordinarios de tributos estaduais e municipais a recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.11";"Contribuicao a Recolher-Desoneracao da Folha de Pagamento-Longo Prazo";"Contas que registram o valor referente a contribuicao sobre o faturamento em substituicao ao INSS sobre a folha. Informar o saldo a recolher apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.10.28";"Outros Tributos a Recolher-Longo Prazo";"Contas que registram o valor dos tributos a recolher nao classificaveis em contas especificas apos o final do periodo de apuracao seguinte (longo prazo)."
"2.02.01.11";"OUTRAS OBRIGACOES-LONGO PRAZO";
"2.02.01.11.01";"Mutuos-Partes Nao Relacionadas-No Pais-Longo Prazo";"Contas que registram os emprestimos tomados de partes  nao relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no pais. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"2.02.01.11.02";"Mutuos-Partes Nao Relacionadas-No Exterior-Longo Prazo";"Contas que registram os emprestimos tomados de partes  nao relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"2.02.01.11.03";"Mutuos-Partes Relacionadas-No Pais-Longo Prazo";"Contas que registram os emprestimos tomados de partes relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no pais. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"2.02.01.11.04";"Mutuos-Partes Relacionadas-No Exterior-Longo Prazo";"Contas que registram os emprestimos tomados de partes relacionadas  com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, situadas no exterior. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"2.02.01.11.10";"Passivo Contingente Assumido em Combinacao de Negocios-Longo Prazo";"Contas que registram o passivo contingente de longo prazo assumido em uma combinacao de negocios."
"2.02.01.11.13";"Adiantamento para Futuro Aumento de Capital-Passivo-Longo Prazo";"Contas que registram o valor dos recursos recebidos pela empresa de seus acionistas ou quotistas destinados a serem utilizados para aumento de capital."
"2.02.01.11.15";" Conta de Controle de Custo Contratado-Longo Prazo";"Contas que registram o controle de custo contratado de longo prazo, utilizadas  pelas pessoas juridicas da atividade imobiliaria."
"2.02.01.11.16";" Conta de Controle de Custo Orcado-Longo Prazo";"Contas que registram o controle de custo orcado de longo prazo, utilizadas  pelas pessoas juridicas da atividade imobiliaria."
"2.02.01.11.22";"Direitos Creditorios a Pagar-Longo Prazo";"Contas que registram os direitos creditorios a pagar no longo prazo, utilizadas  por pessoa juridica que exerca ativididade de securitizacao."
"2.02.01.11.28";"Outras Obrigacoes-Longo Prazo";"Contas que registram outras obrigacoes na classificadas em contas mais especificas."
"2.02.01.11.50";"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) Outras Obrigacoes-Longo Prazo";"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigacoes. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real(art. 38, ?2o, Instrucao Normativa SRF no 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderao ser excluidas no periodo em que os ativos forem realizados, nos termos do art. 37, Instrucao Normativa SRF no 1.515/2014."
"2.02.01.11.70";"Subconta-Ajuste a Valor Justo-Outras Obrigacoes-Longo Prazo";"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre outras obrigacoes, inclusive decorrentes apenas de sua mensuracao inicial. Referidos valores  deverao ser computados na apuracao  Lucro Real quando da baixa ou liquidacao do passivo(arts. 44 e 48,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"2.02.01.11.90";"Subconta-Adocao Inicial-Outras Obrigacoes-Longo Prazo";"Contas que registram registram as diferencas positivas ou negativas, na data da adocao dos efeitos da Lei no 12.973/2014, entre o valor do passivo mensurado de acordo as disposicoes da Lei no 6.404/1976 e o valor mensurado pelos metodos e criterios vigentes em 31/12/2007(arts. 66/67, Lei no 12.973/2014). Referidos valores  deverao ser computados na apuracao  Lucro Real a medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, ? 9a, Instrucao Normativa SRF no 1.515/2014, cada subconta de adocao inicial deve registrar individualmente a diferenca de valor identificada em cada ativo.  Apenas no caso da conta contabil que registra o passivo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 169, ?6o, Instrucao Normativa SRF no 1.515/2014)"
"2.02.01.21";"RECEITAS DIFERIDAS";
"2.02.01.21.01";"Receitas Diferidas";"Contas que registram o valor das receitas faturadas e recebidas antecipadamente decorrente da venda de bens e servicos, cuja a execucao e entrega ocorrem apos o termino do ano-calendario subsequente. Tambem se consideram como receitas diferidas os juros e demais receitas financeiras recebidas antecipadamente em transacoes financeiras."
"2.02.01.21.02";"(-) Custos Correspondentes as Receitas Diferidas";"Contas que registram o valor dos custos e despesas de exercicios futuros referentes as receitas diferidas."
"2.02.01.21.03";"Subvencao Governamental a Apropriar";"Contas que registram o valor das doacoes e subvencoes governamentais, enquanto nao transferidas para o resultado do exercicio."
"2.02.01.21.50";"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)-Receita Diferida-Longo Prazo";"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigacoes. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real(art. 38, ?2o, Instrucao Normativa SRF no 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderao ser excluidas no periodo em que os ativos forem realizados, nos termos do art. 37, Instrucao Normativa SRF no 1.515/2014."
"2.02.01.21.70";"Subconta-Ajuste a Valor Justo-Receita Diferida-Longo Prazo";"Contas que registram registram os ajustes a valor justo positivos ou negativos efetuados sobre receitas diferidas, inclusive decorrentes apenas de sua mensuracao inicial. Referidos valores  deverao ser computados na apuracao  Lucro Real quando da baixa ou liquidacao do passivo(arts. 44 e 48,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"2.02.01.21.90";"Subconta-Adocao Inicial-Receita Diferida-Longo Prazo";"Contas que registram registram as diferencas positivas ou negativas, na data da adocao dos efeitos da Lei no 12.973/2014, entre o valor do passivo mensurado de acordo as disposicoes da Lei no 6.404/1976 e o valor mensurado pelos metodos e criterios vigentes em 31/12/2007(arts. 66/67, Lei no 12.973/2014). Referidos valores  deverao ser computados na apuracao  Lucro Real a medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, ? 9a, Instrucao Normativa SRF no 1.515/2014, cada subconta de adocao inicial deve registrar individualmente a diferenca de valor identificada em cada ativo.  Apenas no caso da conta contabil que registra o passivo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 169, ?6o, Instrucao Normativa SRF no 1.515/2014)"
"2.03";"PATRIMONIO LIQUIDO";
"2.03.01";"CAPITAL SOCIAL";
"2.03.01.01";"CAPITAL REALIZADO-DE RESIDENTE NO PAIS";
"2.03.01.01.01";"Capital Subscrito de Domiciliados e Residentes no Pais";"Contas que registram o valor do capital subscrito de domiciliados no Pais."
"2.03.01.01.21";"(-) Capital a Integralizar de Domiciliados e Residentes no Pais";"Contas que registram o valor do capital social subscrito de domiciliados no pais que nao tenha sido integralizado."
"2.03.01.02";"CAPITAL REALIZADO-DE NAO RESIDENTE NO PAIS";
"2.03.01.02.01";"Capital Subscrito de Domiciliados e Residentes no Exterior";"Contas que registram o valor do capital subscrito de domiciliados no exterior."
"2.03.01.02.10";"(-) Capital a Integralizar de Domiciliados e Residentes no Exterior";"Contas que registram o valor do capital social subscrito de domiciliados no exterior que nao tenha sido integralizado."
"2.03.01.10";"GASTOS COM EMISSOES DE TITULOS PATRIMONIAIS";
"2.03.01.10.01";"(-) Gastos com Emissao de Acoes";"Contas que registram os gastos com captacao de recursos por emissao de acoes ou outros valores mobiliarios, nos termos do CPC 08(R1). Referidos valores poderao ser excluidos do Lucro Real quando incorridos(art.77, Instrucao Normativa SRF no 1.515/2014)"
"2.03.02";"RESERVAS";
"2.03.02.01";"RESERVAS DE CAPITAL";
"2.03.02.01.01";"Agio na Emissao de Acoes";"Contas que registram o valor do agio apurado na emissao de acoes."
"2.03.02.01.02";"Reserva Especial de Agio na Incorporacao";"Contas que registram a Reserva Especial de Agio estabelecida no art. 6o, Instrucao CVM no 319/1999."
"2.03.02.01.03";"Alienacao de Partes Beneficiarias e Bonus de Subscricao";"Contas que registram o valor da emissao e do resgate ou conversao em acoes de partes beneficiarias e bonus de subscricao."
"2.03.02.01.11";"Doacoes e Subvencoes para Investimentos (Reserva constituida ate 31/12/2007)";"Contas que registram o valor das doacoes e subvencoes para investimento, ate 31.12.2007."
"2.03.02.01.12";"Premio Recebido na Emissao de Debentures (Reserva constituida ate 31/12/2007)";"Contas que registram o valor dos premios na emissao de debentures, ate 31.12.2007."
"2.03.02.01.99";"Outras Reservas de Capital";"Contas que registram o valor das reservas de capital nao classificadas em contas especificas nesse plano de contas."
"2.03.02.02";"RESERVAS DE REAVALIACAO";
"2.03.02.02.01";"Reserva de Reavaliacao ";"Contas que registram o valor da reserva de reavaliacao realizada sobre ativos proprios, ainda nao realizada  e nao estornada ate final de 2008, nos termos do art. 6o, Lei no 11.638/2007. Conforme disciplinado no item 38, CPC 13, sua constituicao nao e mais permitida."
"2.03.02.02.02";"Reserva de Reavaliacao Reflexa ";"Contas que registram o valor da reserva de reavaliacao  realizada sobre ativos de coligadas e controladas, ainda nao realizada  e nao estornada ate final de 2008, nos termos do art. 6o, Lei no 11.638/2007. Conforme disciplinado no item 38, CPC 13, sua constituicao nao e mais permitida. "
"2.03.02.03";"RESERVAS DE LUCROS";
"2.03.02.03.01";"Reserva Legal";"Contas que registram o valor da reserva legal constituida pela destinacao de lucros da empresa."
"2.03.02.03.02";"Reserva Estatutaria";"Contas que registram o valor da reserva estatutaria constituida pela destinacao de lucros da empresa."
"2.03.02.03.03";"Reserva para Contingencia";"Contas que registram o valor da reserva para contingencia constituida pela destinacao de lucros da empresa."
"2.03.02.03.04";"Reserva de Incentivos Fiscais";"Contas que registram a Reserva de Incetivos Fiscais criada pelo art. 195-A, Lei no 6.404/1976. O valor das doacoes e subvencoes governamentais para investimento, a partir de 01.01.2008, deve receber esta destinacao."
